timestamp,k40_rate,rolling_median,reason
2025-12-13 07:40:55.754477+00:00,-0.013977,nan,K40 rate -0.0140 < absolute minimum 0.05
2025-12-13 08:44:34.328302+00:00,0.011667,nan,K40 rate 0.0117 < absolute minimum 0.05
2025-12-13 09:48:13.345895+00:00,-0.004605,nan,K40 rate -0.0046 < absolute minimum 0.05
2025-12-13 10:51:46.513192+00:00,0.018582,nan,K40 rate 0.0186 < absolute minimum 0.05
2025-12-13 11:55:22.753340+00:00,0.006228,nan,K40 rate 0.0062 < absolute minimum 0.05
2025-12-13 12:59:09.080955+00:00,-0.004547,nan,K40 rate -0.0045 < absolute minimum 0.05
2025-12-13 14:01:48.169843+00:00,0.018333,nan,K40 rate 0.0183 < absolute minimum 0.05
2025-12-13 15:04:18.096692+00:00,0.014035,nan,K40 rate 0.0140 < absolute minimum 0.05
2025-12-13 16:06:46.086341+00:00,0.015117,nan,K40 rate 0.0151 < absolute minimum 0.05
2025-12-13 17:09:25.452578+00:00,0.005073,nan,K40 rate 0.0051 < absolute minimum 0.05
2025-12-13 18:12:00.374939+00:00,-0.007836,nan,K40 rate -0.0078 < absolute minimum 0.05
2025-12-13 19:16:25.955749+00:00,0.011374,nan,K40 rate 0.0114 < absolute minimum 0.05
2025-12-13 20:20:58.428786+00:00,-0.006023,nan,K40 rate -0.0060 < absolute minimum 0.05
2025-12-13 21:25:25.656385+00:00,-0.000058,nan,K40 rate -0.0001 < absolute minimum 0.05
2025-12-13 22:29:59.825981+00:00,0.006462,nan,K40 rate 0.0065 < absolute minimum 0.05
2025-12-13 23:34:19.354284+00:00,-0.006038,nan,K40 rate -0.0060 < absolute minimum 0.05
2025-12-14 00:38:50.339337+00:00,0.007807,nan,K40 rate 0.0078 < absolute minimum 0.05
2025-12-14 01:43:20.445958+00:00,0.004605,nan,K40 rate 0.0046 < absolute minimum 0.05
2025-12-14 02:47:49.189040+00:00,-0.007251,nan,K40 rate -0.0073 < absolute minimum 0.05
2025-12-14 03:52:14.833650+00:00,0.011901,nan,K40 rate 0.0119 < absolute minimum 0.05
2025-12-14 04:56:46.594601+00:00,-0.010731,nan,K40 rate -0.0107 < absolute minimum 0.05
2025-12-14 06:01:15.879007+00:00,0.022120,nan,K40 rate 0.0221 < absolute minimum 0.05
2025-12-14 07:05:40.884895+00:00,-0.007047,nan,K40 rate -0.0070 < absolute minimum 0.05
2025-12-14 08:10:09.248869+00:00,-0.011535,nan,K40 rate -0.0115 < absolute minimum 0.05
2025-12-14 09:14:29.878543+00:00,-0.013363,nan,K40 rate -0.0134 < absolute minimum 0.05
2025-12-14 10:19:02.859238+00:00,-0.011111,nan,K40 rate -0.0111 < absolute minimum 0.05
2025-12-14 11:23:29.440753+00:00,-0.009708,nan,K40 rate -0.0097 < absolute minimum 0.05
2025-12-14 12:27:57.882485+00:00,-0.023056,nan,K40 rate -0.0231 < absolute minimum 0.05
2025-12-14 13:32:32.529893+00:00,0.010658,nan,K40 rate 0.0107 < absolute minimum 0.05
2025-12-14 14:36:14.368621+00:00,0.011637,nan,K40 rate 0.0116 < absolute minimum 0.05
2025-12-14 15:39:15.153363+00:00,0.004386,nan,K40 rate 0.0044 < absolute minimum 0.05
2025-12-14 16:42:28.815265+00:00,-0.004035,nan,K40 rate -0.0040 < absolute minimum 0.05
2025-12-14 17:46:19.619801+00:00,0.014839,nan,K40 rate 0.0148 < absolute minimum 0.05
2025-12-14 18:50:52.921417+00:00,0.010117,nan,K40 rate 0.0101 < absolute minimum 0.05
2025-12-14 19:55:20.100782+00:00,0.007485,nan,K40 rate 0.0075 < absolute minimum 0.05
2025-12-14 20:59:50.565276+00:00,0.007135,nan,K40 rate 0.0071 < absolute minimum 0.05
2025-12-14 22:04:16.284298+00:00,-0.014254,nan,K40 rate -0.0143 < absolute minimum 0.05
2025-12-14 23:08:43.495543+00:00,-0.013918,nan,K40 rate -0.0139 < absolute minimum 0.05
2025-12-15 00:13:11.369315+00:00,0.000877,nan,K40 rate 0.0009 < absolute minimum 0.05
2025-12-15 01:17:38.750240+00:00,-0.002091,nan,K40 rate -0.0021 < absolute minimum 0.05
2025-12-15 02:22:06.007270+00:00,-0.008056,nan,K40 rate -0.0081 < absolute minimum 0.05
2025-12-15 03:26:27.567575+00:00,-0.000950,nan,K40 rate -0.0010 < absolute minimum 0.05
2025-12-15 04:30:57.950312+00:00,-0.008202,nan,K40 rate -0.0082 < absolute minimum 0.05
2025-12-15 05:35:26.191503+00:00,0.015965,nan,K40 rate 0.0160 < absolute minimum 0.05
2025-12-15 06:39:48.623494+00:00,0.012427,nan,K40 rate 0.0124 < absolute minimum 0.05
2025-12-15 07:44:16.715772+00:00,0.007076,nan,K40 rate 0.0071 < absolute minimum 0.05
2025-12-15 08:48:44.514032+00:00,-0.010073,nan,K40 rate -0.0101 < absolute minimum 0.05
2025-12-15 09:53:16.801766+00:00,-0.010556,nan,K40 rate -0.0106 < absolute minimum 0.05
2025-12-15 10:57:37.125168+00:00,0.004240,nan,K40 rate 0.0042 < absolute minimum 0.05
2025-12-15 12:02:04.797935+00:00,-0.014868,nan,K40 rate -0.0149 < absolute minimum 0.05
2025-12-15 13:06:29.772653+00:00,-0.011213,nan,K40 rate -0.0112 < absolute minimum 0.05
2025-12-15 14:10:13.189234+00:00,0.000599,nan,K40 rate 0.0006 < absolute minimum 0.05
2025-12-15 15:12:56.155412+00:00,0.005307,nan,K40 rate 0.0053 < absolute minimum 0.05
2025-12-15 16:15:37.095452+00:00,0.008246,nan,K40 rate 0.0082 < absolute minimum 0.05
2025-12-18 15:07:59.282199+00:00,0.010877,nan,K40 rate 0.0109 < absolute minimum 0.05
2025-12-18 16:10:02.726584+00:00,0.000263,nan,K40 rate 0.0003 < absolute minimum 0.05
2025-12-18 17:12:07.084481+00:00,0.000468,nan,K40 rate 0.0005 < absolute minimum 0.05
2025-12-18 18:14:15.525466+00:00,-0.002573,nan,K40 rate -0.0026 < absolute minimum 0.05
2025-12-18 19:16:22.494181+00:00,-0.001023,nan,K40 rate -0.0010 < absolute minimum 0.05
2025-12-18 20:18:30.758642+00:00,-0.001842,nan,K40 rate -0.0018 < absolute minimum 0.05
2025-12-18 21:20:37.741904+00:00,0.001667,nan,K40 rate 0.0017 < absolute minimum 0.05
2025-12-18 22:22:40.531332+00:00,0.001740,nan,K40 rate 0.0017 < absolute minimum 0.05
2025-12-18 23:24:47.491234+00:00,-0.002251,nan,K40 rate -0.0023 < absolute minimum 0.05
2025-12-19 00:26:52.970648+00:00,0.005205,nan,K40 rate 0.0052 < absolute minimum 0.05
2025-12-19 01:28:59.925557+00:00,0.002515,nan,K40 rate 0.0025 < absolute minimum 0.05
2025-12-19 02:31:08.793283+00:00,0.003070,nan,K40 rate 0.0031 < absolute minimum 0.05
2025-12-19 03:33:17.673118+00:00,0.004342,nan,K40 rate 0.0043 < absolute minimum 0.05
2025-12-19 04:35:27.110809+00:00,-0.001871,nan,K40 rate -0.0019 < absolute minimum 0.05
2025-12-19 05:37:35.371248+00:00,0.001301,nan,K40 rate 0.0013 < absolute minimum 0.05
2025-12-19 06:39:43.618911+00:00,-0.003713,nan,K40 rate -0.0037 < absolute minimum 0.05
2025-12-19 07:41:50.926335+00:00,-0.000292,nan,K40 rate -0.0003 < absolute minimum 0.05
2025-12-19 08:43:55.127982+00:00,-0.000629,nan,K40 rate -0.0006 < absolute minimum 0.05
2025-12-19 09:46:00.995495+00:00,-0.001140,nan,K40 rate -0.0011 < absolute minimum 0.05
2025-12-19 10:48:16.449881+00:00,0.000746,nan,K40 rate 0.0007 < absolute minimum 0.05
2025-12-19 11:50:25.015302+00:00,-0.016477,nan,K40 rate -0.0165 < absolute minimum 0.05
2025-12-19 12:52:30.655486+00:00,-0.033626,nan,K40 rate -0.0336 < absolute minimum 0.05
2025-12-19 14:55:11.929189+00:00,-0.002558,nan,K40 rate -0.0026 < absolute minimum 0.05
2025-12-19 15:58:57.165593+00:00,-0.004942,nan,K40 rate -0.0049 < absolute minimum 0.05
2025-12-19 17:02:38.173117+00:00,0.000819,nan,K40 rate 0.0008 < absolute minimum 0.05
2025-12-19 18:06:19.786851+00:00,0.001798,nan,K40 rate 0.0018 < absolute minimum 0.05
2025-12-19 19:10:02.955052+00:00,-0.000161,nan,K40 rate -0.0002 < absolute minimum 0.05
2025-12-19 20:13:47.730182+00:00,-0.000643,nan,K40 rate -0.0006 < absolute minimum 0.05
2025-12-19 21:17:26.981984+00:00,-0.003684,nan,K40 rate -0.0037 < absolute minimum 0.05
2025-12-19 22:21:11.199206+00:00,0.002178,nan,K40 rate 0.0022 < absolute minimum 0.05
2025-12-19 23:24:53.319892+00:00,-0.000409,nan,K40 rate -0.0004 < absolute minimum 0.05
2025-12-20 00:28:38.495879+00:00,-0.000424,nan,K40 rate -0.0004 < absolute minimum 0.05
2025-12-20 01:32:23.023870+00:00,-0.001652,nan,K40 rate -0.0017 < absolute minimum 0.05
2025-12-20 02:36:06.775282+00:00,-0.001901,nan,K40 rate -0.0019 < absolute minimum 0.05
2025-12-20 03:39:42.621731+00:00,-0.005833,nan,K40 rate -0.0058 < absolute minimum 0.05
2025-12-20 04:43:25.043281+00:00,-0.000015,nan,K40 rate -0.0000 < absolute minimum 0.05
2025-12-20 05:47:11.936507+00:00,0.002251,nan,K40 rate 0.0023 < absolute minimum 0.05
2025-12-20 06:50:54.983850+00:00,-0.002865,nan,K40 rate -0.0029 < absolute minimum 0.05
2025-12-20 07:54:36.081981+00:00,-0.001243,nan,K40 rate -0.0012 < absolute minimum 0.05
2025-12-20 08:58:28.010491+00:00,0.003041,nan,K40 rate 0.0030 < absolute minimum 0.05
2025-12-20 10:02:14.390488+00:00,-0.000877,nan,K40 rate -0.0009 < absolute minimum 0.05
2025-12-20 11:05:55.297041+00:00,-0.002924,nan,K40 rate -0.0029 < absolute minimum 0.05
2025-12-20 12:09:40.857730+00:00,0.002149,nan,K40 rate 0.0021 < absolute minimum 0.05
2025-12-20 13:13:25.554309+00:00,-0.007135,nan,K40 rate -0.0071 < absolute minimum 0.05
2025-12-20 14:17:09.029127+00:00,-0.004050,nan,K40 rate -0.0040 < absolute minimum 0.05
2025-12-20 15:20:57.907085+00:00,0.004020,nan,K40 rate 0.0040 < absolute minimum 0.05
2025-12-20 16:24:40.815881+00:00,0.000599,nan,K40 rate 0.0006 < absolute minimum 0.05
2025-12-20 17:28:27.987532+00:00,-0.002661,nan,K40 rate -0.0027 < absolute minimum 0.05
2025-12-20 18:32:10.478814+00:00,-0.005292,nan,K40 rate -0.0053 < absolute minimum 0.05
2025-12-20 19:35:56.510276+00:00,0.005058,nan,K40 rate 0.0051 < absolute minimum 0.05
2025-12-20 20:39:40.359157+00:00,-0.005278,nan,K40 rate -0.0053 < absolute minimum 0.05
2025-12-20 21:43:23.790024+00:00,-0.000102,nan,K40 rate -0.0001 < absolute minimum 0.05
2025-12-20 22:47:06.590566+00:00,-0.001667,nan,K40 rate -0.0017 < absolute minimum 0.05
2025-12-20 23:50:52.075087+00:00,0.003392,nan,K40 rate 0.0034 < absolute minimum 0.05
2025-12-21 00:54:35.076923+00:00,-0.001813,nan,K40 rate -0.0018 < absolute minimum 0.05
2025-12-21 01:58:15.670373+00:00,0.004839,nan,K40 rate 0.0048 < absolute minimum 0.05
2025-12-21 03:02:08.793027+00:00,0.001360,nan,K40 rate 0.0014 < absolute minimum 0.05
2025-12-21 04:05:55.818371+00:00,-0.000249,nan,K40 rate -0.0002 < absolute minimum 0.05
2025-12-21 05:09:40.043396+00:00,-0.001711,nan,K40 rate -0.0017 < absolute minimum 0.05
2025-12-21 06:13:22.522850+00:00,0.000482,nan,K40 rate 0.0005 < absolute minimum 0.05
2025-12-21 07:17:10.008855+00:00,-0.001579,nan,K40 rate -0.0016 < absolute minimum 0.05
2025-12-21 08:20:50.021298+00:00,-0.001023,nan,K40 rate -0.0010 < absolute minimum 0.05
2025-12-21 09:24:37.233373+00:00,0.003670,nan,K40 rate 0.0037 < absolute minimum 0.05
2025-12-21 10:28:20.254827+00:00,0.001462,nan,K40 rate 0.0015 < absolute minimum 0.05
2025-12-21 11:32:06.024524+00:00,-0.003757,nan,K40 rate -0.0038 < absolute minimum 0.05
2025-12-21 12:35:49.407779+00:00,-0.000892,nan,K40 rate -0.0009 < absolute minimum 0.05
2025-12-21 13:39:30.615830+00:00,0.005819,nan,K40 rate 0.0058 < absolute minimum 0.05
2025-12-21 14:43:18.270422+00:00,-0.000950,nan,K40 rate -0.0010 < absolute minimum 0.05
2025-12-21 15:47:07.794983+00:00,-0.000044,nan,K40 rate -0.0000 < absolute minimum 0.05
2025-12-21 16:50:57.474727+00:00,-0.001023,nan,K40 rate -0.0010 < absolute minimum 0.05
2025-12-21 17:54:34.230066+00:00,0.006038,nan,K40 rate 0.0060 < absolute minimum 0.05
2025-12-21 18:58:18.748517+00:00,0.004401,nan,K40 rate 0.0044 < absolute minimum 0.05
2025-12-21 20:02:02.558861+00:00,-0.002178,nan,K40 rate -0.0022 < absolute minimum 0.05
2025-12-21 21:05:42.783663+00:00,-0.003377,nan,K40 rate -0.0034 < absolute minimum 0.05
2025-12-21 22:09:31.932731+00:00,-0.001067,nan,K40 rate -0.0011 < absolute minimum 0.05
2025-12-21 23:13:11.997115+00:00,0.001842,nan,K40 rate 0.0018 < absolute minimum 0.05
2025-12-22 00:16:57.186374+00:00,0.000409,nan,K40 rate 0.0004 < absolute minimum 0.05
2025-12-22 01:20:47.192061+00:00,0.008304,nan,K40 rate 0.0083 < absolute minimum 0.05
2025-12-22 02:24:29.450426+00:00,0.006287,nan,K40 rate 0.0063 < absolute minimum 0.05
2025-12-22 03:28:14.350043+00:00,-0.000365,nan,K40 rate -0.0004 < absolute minimum 0.05
2025-12-22 04:31:56.931163+00:00,0.002705,nan,K40 rate 0.0027 < absolute minimum 0.05
2025-12-22 05:35:40.076608+00:00,-0.000453,nan,K40 rate -0.0005 < absolute minimum 0.05
2025-12-22 06:39:26.163084+00:00,-0.002544,nan,K40 rate -0.0025 < absolute minimum 0.05
2025-12-22 07:43:11.667037+00:00,-0.000994,nan,K40 rate -0.0010 < absolute minimum 0.05
2025-12-22 08:46:57.004764+00:00,0.001886,nan,K40 rate 0.0019 < absolute minimum 0.05
2025-12-22 09:50:43.140505+00:00,0.003070,nan,K40 rate 0.0031 < absolute minimum 0.05
2025-12-22 10:54:26.913665+00:00,0.003889,nan,K40 rate 0.0039 < absolute minimum 0.05
2025-12-22 11:58:06.742463+00:00,0.005322,nan,K40 rate 0.0053 < absolute minimum 0.05
2025-12-22 13:01:50.008140+00:00,0.001754,nan,K40 rate 0.0018 < absolute minimum 0.05
2025-12-22 14:05:40.135344+00:00,-0.009211,nan,K40 rate -0.0092 < absolute minimum 0.05
2025-12-22 15:09:27.657045+00:00,-0.002222,nan,K40 rate -0.0022 < absolute minimum 0.05
2025-12-22 16:13:09.246193+00:00,0.003991,nan,K40 rate 0.0040 < absolute minimum 0.05
2025-12-22 17:16:52.292478+00:00,0.000541,nan,K40 rate 0.0005 < absolute minimum 0.05
2025-12-22 18:20:35.652854+00:00,0.000760,nan,K40 rate 0.0008 < absolute minimum 0.05
2025-12-22 19:24:16.513976+00:00,-0.000570,nan,K40 rate -0.0006 < absolute minimum 0.05
2025-12-22 20:28:00.878122+00:00,-0.004167,nan,K40 rate -0.0042 < absolute minimum 0.05
2025-12-22 21:31:48.498496+00:00,-0.004795,nan,K40 rate -0.0048 < absolute minimum 0.05
2025-12-22 22:35:32.092304+00:00,-0.006769,nan,K40 rate -0.0068 < absolute minimum 0.05
2025-12-22 23:39:20.465591+00:00,-0.005073,nan,K40 rate -0.0051 < absolute minimum 0.05
2025-12-23 00:43:04.858616+00:00,-0.005731,nan,K40 rate -0.0057 < absolute minimum 0.05
2025-12-23 01:46:46.106130+00:00,0.000687,nan,K40 rate 0.0007 < absolute minimum 0.05
2025-12-23 02:50:30.338314+00:00,0.000687,nan,K40 rate 0.0007 < absolute minimum 0.05
2025-12-23 03:54:08.054424+00:00,-0.001170,nan,K40 rate -0.0012 < absolute minimum 0.05
2025-12-23 04:57:53.390965+00:00,0.008450,nan,K40 rate 0.0085 < absolute minimum 0.05
2025-12-23 06:01:33.764461+00:00,-0.002398,nan,K40 rate -0.0024 < absolute minimum 0.05
2025-12-23 07:05:21.217592+00:00,-0.003816,nan,K40 rate -0.0038 < absolute minimum 0.05
2025-12-23 08:08:58.652819+00:00,-0.000994,nan,K40 rate -0.0010 < absolute minimum 0.05
2025-12-23 09:12:43.931210+00:00,0.002851,nan,K40 rate 0.0029 < absolute minimum 0.05
2025-12-23 10:16:25.890750+00:00,0.008348,nan,K40 rate 0.0083 < absolute minimum 0.05
2025-12-23 11:20:11.507688+00:00,-0.002953,nan,K40 rate -0.0030 < absolute minimum 0.05
2025-12-23 12:23:59.434115+00:00,-0.003670,nan,K40 rate -0.0037 < absolute minimum 0.05
2025-12-23 13:27:41.111501+00:00,0.009488,nan,K40 rate 0.0095 < absolute minimum 0.05
2025-12-23 14:31:23.108591+00:00,-0.008000,nan,K40 rate -0.0080 < absolute minimum 0.05
2026-01-29 17:00:35.613333+00:00,-0.025582,nan,K40 rate -0.0256 < absolute minimum 0.05
2026-01-29 18:03:32.176513+00:00,0.009825,nan,K40 rate 0.0098 < absolute minimum 0.05
2026-01-29 19:05:28.053484+00:00,0.001023,nan,K40 rate 0.0010 < absolute minimum 0.05
2026-01-29 20:07:28.568746+00:00,-0.003816,nan,K40 rate -0.0038 < absolute minimum 0.05
2026-01-29 21:09:24.131224+00:00,-0.003596,nan,K40 rate -0.0036 < absolute minimum 0.05
2026-01-29 22:11:27.069397+00:00,0.001345,nan,K40 rate 0.0013 < absolute minimum 0.05
2026-01-29 23:12:52.741173+00:00,0.006564,nan,K40 rate 0.0066 < absolute minimum 0.05
2026-01-30 00:14:23.272721+00:00,-0.006637,nan,K40 rate -0.0066 < absolute minimum 0.05
2026-01-30 01:16:03.661421+00:00,-0.006769,nan,K40 rate -0.0068 < absolute minimum 0.05
2026-01-30 02:17:38.913133+00:00,-0.015673,nan,K40 rate -0.0157 < absolute minimum 0.05
2026-01-30 03:19:25.594578+00:00,-0.000614,nan,K40 rate -0.0006 < absolute minimum 0.05
2026-01-30 04:21:13.367666+00:00,0.016374,nan,K40 rate 0.0164 < absolute minimum 0.05
2026-01-30 05:22:58.198695+00:00,-0.001769,nan,K40 rate -0.0018 < absolute minimum 0.05
2026-01-30 06:24:42.151681+00:00,0.007573,nan,K40 rate 0.0076 < absolute minimum 0.05
2026-01-30 07:26:21.480888+00:00,-0.005643,nan,K40 rate -0.0056 < absolute minimum 0.05
2026-01-30 08:28:05.729538+00:00,-0.000731,nan,K40 rate -0.0007 < absolute minimum 0.05
2026-01-30 09:29:41.541385+00:00,0.003509,nan,K40 rate 0.0035 < absolute minimum 0.05
2026-01-30 10:31:09.483660+00:00,0.002573,nan,K40 rate 0.0026 < absolute minimum 0.05
2026-01-30 11:32:39.063183+00:00,0.001871,nan,K40 rate 0.0019 < absolute minimum 0.05
2026-01-30 12:34:03.440532+00:00,0.004225,nan,K40 rate 0.0042 < absolute minimum 0.05
2026-01-30 13:35:38.467131+00:00,0.008026,nan,K40 rate 0.0080 < absolute minimum 0.05
2026-01-30 14:37:05.436286+00:00,0.003173,nan,K40 rate 0.0032 < absolute minimum 0.05
2026-01-30 15:38:26.818799+00:00,0.005804,nan,K40 rate 0.0058 < absolute minimum 0.05
2026-01-30 16:39:47.987911+00:00,-0.005526,nan,K40 rate -0.0055 < absolute minimum 0.05
2026-01-30 17:41:09.854232+00:00,0.000424,nan,K40 rate 0.0004 < absolute minimum 0.05
2026-01-30 18:42:48.935516+00:00,0.014766,nan,K40 rate 0.0148 < absolute minimum 0.05
2026-01-30 19:44:26.796543+00:00,-0.004985,nan,K40 rate -0.0050 < absolute minimum 0.05
2026-01-30 20:45:50.559573+00:00,-0.003640,nan,K40 rate -0.0036 < absolute minimum 0.05
2026-01-30 21:47:13.143306+00:00,0.022646,nan,K40 rate 0.0226 < absolute minimum 0.05
2026-01-30 22:48:36.784316+00:00,0.006345,nan,K40 rate 0.0063 < absolute minimum 0.05
2026-01-30 23:49:59.815999+00:00,-0.007661,nan,K40 rate -0.0077 < absolute minimum 0.05
2026-01-31 00:51:23.566353+00:00,-0.000234,nan,K40 rate -0.0002 < absolute minimum 0.05
2026-01-31 01:52:46.008058+00:00,0.018085,nan,K40 rate 0.0181 < absolute minimum 0.05
2026-01-31 02:54:07.049498+00:00,0.017281,nan,K40 rate 0.0173 < absolute minimum 0.05
2026-01-31 03:55:28.198663+00:00,-0.012602,nan,K40 rate -0.0126 < absolute minimum 0.05
2026-01-31 04:57:07.765239+00:00,-0.009942,nan,K40 rate -0.0099 < absolute minimum 0.05
2026-01-31 05:58:32.117799+00:00,0.011959,nan,K40 rate 0.0120 < absolute minimum 0.05
2026-01-31 07:00:12.258424+00:00,-0.007617,nan,K40 rate -0.0076 < absolute minimum 0.05
2026-01-31 08:01:52.964180+00:00,0.000556,nan,K40 rate 0.0006 < absolute minimum 0.05
2026-01-31 09:03:30.356717+00:00,0.016243,nan,K40 rate 0.0162 < absolute minimum 0.05
2026-01-31 10:04:53.655784+00:00,0.000161,nan,K40 rate 0.0002 < absolute minimum 0.05
2026-01-31 11:06:15.611199+00:00,0.004211,nan,K40 rate 0.0042 < absolute minimum 0.05
2026-01-31 12:07:36.812689+00:00,-0.000453,nan,K40 rate -0.0005 < absolute minimum 0.05
2026-01-31 13:08:57.827731+00:00,-0.006623,nan,K40 rate -0.0066 < absolute minimum 0.05
2026-01-31 14:10:18.989663+00:00,0.001901,nan,K40 rate 0.0019 < absolute minimum 0.05
2026-01-31 15:11:39.839075+00:00,0.003392,nan,K40 rate 0.0034 < absolute minimum 0.05
2026-01-31 16:13:00.327043+00:00,0.005453,nan,K40 rate 0.0055 < absolute minimum 0.05
2026-01-31 17:14:34.153395+00:00,0.000088,nan,K40 rate 0.0001 < absolute minimum 0.05
2026-01-31 18:15:55.082078+00:00,-0.000775,nan,K40 rate -0.0008 < absolute minimum 0.05
2026-01-31 19:17:16.099866+00:00,0.004181,nan,K40 rate 0.0042 < absolute minimum 0.05
2026-01-31 20:18:37.118632+00:00,-0.006959,nan,K40 rate -0.0070 < absolute minimum 0.05
2026-01-31 21:19:57.761747+00:00,-0.000980,nan,K40 rate -0.0010 < absolute minimum 0.05
2026-01-31 22:21:20.336865+00:00,0.024503,nan,K40 rate 0.0245 < absolute minimum 0.05
2026-01-31 23:22:44.458876+00:00,-0.005088,nan,K40 rate -0.0051 < absolute minimum 0.05
2026-02-01 00:24:08.624378+00:00,-0.004751,nan,K40 rate -0.0048 < absolute minimum 0.05
2026-02-01 01:25:29.824082+00:00,0.011652,nan,K40 rate 0.0117 < absolute minimum 0.05
2026-02-01 02:26:51.168191+00:00,0.019254,nan,K40 rate 0.0193 < absolute minimum 0.05
2026-02-01 03:28:12.028882+00:00,0.003246,nan,K40 rate 0.0032 < absolute minimum 0.05
2026-02-01 04:29:33.776820+00:00,0.008041,nan,K40 rate 0.0080 < absolute minimum 0.05
2026-02-01 05:30:55.317528+00:00,0.011798,nan,K40 rate 0.0118 < absolute minimum 0.05
2026-02-01 06:32:17.431348+00:00,0.006813,nan,K40 rate 0.0068 < absolute minimum 0.05
2026-02-01 07:33:38.203735+00:00,-0.005351,nan,K40 rate -0.0054 < absolute minimum 0.05
2026-02-01 08:35:06.095553+00:00,0.007851,nan,K40 rate 0.0079 < absolute minimum 0.05
2026-02-01 09:36:27.949097+00:00,-0.001374,nan,K40 rate -0.0014 < absolute minimum 0.05
2026-02-01 10:37:49.533379+00:00,-0.007895,nan,K40 rate -0.0079 < absolute minimum 0.05
2026-02-01 11:39:09.887421+00:00,-0.008085,nan,K40 rate -0.0081 < absolute minimum 0.05
2026-02-01 12:40:30.468393+00:00,-0.006857,nan,K40 rate -0.0069 < absolute minimum 0.05
2026-02-01 13:41:50.693231+00:00,-0.008450,nan,K40 rate -0.0085 < absolute minimum 0.05
2026-02-01 14:43:10.664503+00:00,0.002675,nan,K40 rate 0.0027 < absolute minimum 0.05
2026-02-01 15:44:31.843728+00:00,-0.008377,nan,K40 rate -0.0084 < absolute minimum 0.05
2026-02-01 16:45:57.729874+00:00,-0.001535,nan,K40 rate -0.0015 < absolute minimum 0.05
2026-02-01 17:47:17.984430+00:00,0.003655,nan,K40 rate 0.0037 < absolute minimum 0.05
2026-02-01 18:48:38.273466+00:00,0.003874,nan,K40 rate 0.0039 < absolute minimum 0.05
2026-02-01 19:49:58.257788+00:00,-0.018743,nan,K40 rate -0.0187 < absolute minimum 0.05
2026-02-01 20:51:18.730356+00:00,0.002646,nan,K40 rate 0.0026 < absolute minimum 0.05
2026-02-01 21:52:43.865765+00:00,0.000526,nan,K40 rate 0.0005 < absolute minimum 0.05
2026-02-01 22:54:03.862071+00:00,-0.005190,nan,K40 rate -0.0052 < absolute minimum 0.05
2026-02-01 23:55:23.833807+00:00,0.009108,nan,K40 rate 0.0091 < absolute minimum 0.05
2026-02-02 00:56:44.164631+00:00,-0.004708,nan,K40 rate -0.0047 < absolute minimum 0.05
2026-02-02 01:58:04.362755+00:00,-0.005731,nan,K40 rate -0.0057 < absolute minimum 0.05
2026-02-02 02:59:24.022557+00:00,-0.019547,nan,K40 rate -0.0195 < absolute minimum 0.05
2026-02-02 04:00:44.887662+00:00,0.004386,nan,K40 rate 0.0044 < absolute minimum 0.05
2026-02-02 05:02:17.765955+00:00,-0.003640,nan,K40 rate -0.0036 < absolute minimum 0.05
2026-02-02 06:03:51.292332+00:00,-0.002880,nan,K40 rate -0.0029 < absolute minimum 0.05
2026-02-02 07:05:26.343742+00:00,0.016462,nan,K40 rate 0.0165 < absolute minimum 0.05
2026-02-02 08:06:53.291642+00:00,-0.008523,nan,K40 rate -0.0085 < absolute minimum 0.05
2026-02-02 09:08:16.706409+00:00,-0.005906,nan,K40 rate -0.0059 < absolute minimum 0.05
2026-02-02 10:09:37.799535+00:00,0.012193,nan,K40 rate 0.0122 < absolute minimum 0.05
2026-02-02 11:10:58.800412+00:00,-0.000848,nan,K40 rate -0.0008 < absolute minimum 0.05
2026-02-02 12:12:18.699741+00:00,-0.003567,nan,K40 rate -0.0036 < absolute minimum 0.05
2026-02-02 13:13:38.487523+00:00,-0.001711,nan,K40 rate -0.0017 < absolute minimum 0.05
2026-02-02 14:14:58.801441+00:00,0.004167,nan,K40 rate 0.0042 < absolute minimum 0.05
2026-02-02 15:16:18.963696+00:00,0.012076,nan,K40 rate 0.0121 < absolute minimum 0.05
2026-02-02 16:17:39.031590+00:00,0.024990,nan,K40 rate 0.0250 < absolute minimum 0.05
2026-02-03 12:06:37.060923+00:00,0.016579,nan,K40 rate 0.0166 < absolute minimum 0.05
2026-02-03 13:08:34.683361+00:00,-0.003582,nan,K40 rate -0.0036 < absolute minimum 0.05
2026-02-03 14:10:36.507022+00:00,0.000395,nan,K40 rate 0.0004 < absolute minimum 0.05
2026-02-03 15:12:27.924454+00:00,0.000409,nan,K40 rate 0.0004 < absolute minimum 0.05
2026-02-03 16:14:17.858776+00:00,0.000263,nan,K40 rate 0.0003 < absolute minimum 0.05
2026-02-03 17:16:07.124078+00:00,-0.000146,nan,K40 rate -0.0001 < absolute minimum 0.05
2026-02-03 18:17:57.699682+00:00,-0.000044,nan,K40 rate -0.0000 < absolute minimum 0.05
2026-02-03 19:19:52.196038+00:00,-0.007558,nan,K40 rate -0.0076 < absolute minimum 0.05
2026-02-03 20:21:46.003583+00:00,-0.022778,nan,K40 rate -0.0228 < absolute minimum 0.05
2026-02-03 21:23:40.561375+00:00,-0.006857,nan,K40 rate -0.0069 < absolute minimum 0.05
